0.02,100.0,5.032328128814697,False
100.0,0.06,8.033593654632568,True
0.03,70.0,8.004698753356934,True
0.04,50.0,8.004936218261719,True
0.05,40.0,8.004419326782227,True
0.06,30.0,8.004863977432251,True
0.09,20.0,8.004968881607056,True
0.2,9.0,8.005046844482422,True
0.3,6.0,8.004998207092285,True
0.4,5.0,8.005208492279053,True
0.5,4.0,8.005149364471436,True
0.6,3.0,8.005181312561035,True
0.9,2.0,8.005359172821045,True
2.0,0.9,8.01899528503418,True
3.0,0.7,8.015922784805298,True
4.0,0.5,8.012526512145996,True
5.0,0.4,8.011154413223267,True
7.0,0.3,8.009438753128052,True
10.0,0.3,8.009586095809937,True
20.0,0.2,8.008023262023926,True
30.0,0.1,8.005917310714722,True
40.0,0.09,8.006166219711304,True
50.0,0.08,8.005865335464478,True
70.0,0.07,8.005648374557495,True
